segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
36071284489,32,34,34,,31,,,29,30,24,29,29,36,49,26,31,28,34,34,27,37,26,34,30,29
295681671904,60,56,62,,59,66,,62,67,63,60,52,49,46,57,57,52,81,52,47,62,122,51,42,52
35500859145,29,31,43,43,41,34,40,31,21,27,25,25,26,27,25,25,27,29,30,66,30,27,32,25,33
290178745056,48,52,49,52,56,58,54,55,44,46,52,53,47,49,47,50,41,47,47,37,38,41,46,44,54
73417367305,19,,,,,,,,,,,,,,,,,,19,,,,,,
64525442825,33,43,47,40,25,34,41,32,37,29,34,30,37,31,29,31,34,31,29,32,29,33,35,32,35
284843590368,37,44,46,48,50,50,48,59,43,30,48,37,33,40,38,38,34,27,29,29,10,12,34,40,43
285011362528,37,40,35,37,27,38,36,36,30,36,36,43,44,30,49,47,27,46,40,34,51,39,32,37,40
241223081737,35,31,39,,,,41,32,32,35,37,34,39,34,33,33,30,32,35,49,38,31,32,42,29
59190288137,49,45,,,41,,,43,57,57,51,54,45,49,46,51,49,50,54,55,47,44,43,39,42
313868174048,57,70,,,,,48,59,56,62,51,61,61,73,57,56,57,62,51,45,54,55,60,72,49
118514523913,54,56,59,59,60,57,59,53,51,59,52,58,54,53,50,52,47,55,56,57,51,55,53,56,56
107844214537,18,,,,,,,,,,18,,,,,,,,,,,,,,
329135440608,49,33,,61,,61,,38,52,53,33,46,52,58,46,32,55,46,57,60,33,58,79,39,52
81168441097,43,52,,,57,,70,37,40,47,38,52,40,42,49,38,44,41,52,40,36,34,35,37,40
302459667168,61,78,77,82,75,82,84,75,42,30,35,50,61,61,55,53,61,64,63,58,58,61,68,73,74
65162977033,26,,,,,,,,,,29,30,24,22,,,,19,,21,,,,,
88214871817,55,57,57,,,54,,53,49,44,50,54,55,59,54,55,56,57,63,58,55,53,59,56,57
270448739040,38,31,36,37,,51,37,36,29,37,23,43,31,36,36,58,41,34,32,31,47,21,53,29,56
33152048905,33,35,,,,,,,,28,32,39,32,24,18,30,,55,34,22,29,25,50,36,
102374589152,43,65,64,61,58,72,76,65,45,26,39,36,51,46,55,41,34,25,22,14,29,33,51,50,60
137069871840,48,63,44,48,,36,43,66,46,39,54,57,47,51,53,47,42,42,52,32,49,41,42,39,51
82879717129,33,30,,57,,,37,,36,31,39,28,31,32,32,33,42,26,27,28,29,30,32,31,
105058943712,38,45,48,46,44,34,41,39,34,32,30,34,37,38,33,38,36,41,39,38,40,35,40,42,44
94388634336,32,40,37,37,41,31,51,53,29,43,39,37,25,36,26,23,26,29,22,27,25,23,26,29,37
234478387936,40,42,43,49,48,43,53,57,52,37,51,46,34,45,33,34,34,47,36,24,17,18,34,40,49
78383170272,40,56,59,66,59,61,63,54,39,29,40,34,36,34,36,35,23,23,17,23,23,36,41,49,57
283769848544,29,,,,,,,,,31,,46,26,20,47,,34,20,25,,16,38,,,
146264039177,33,14,75,,12,,17,28,30,33,32,43,30,45,35,45,19,16,33,70,15,53,26,13,12
263502971616,72,80,89,75,82,88,79,82,76,76,76,77,73,73,78,80,76,71,52,50,57,69,72,80,81
244008099593,43,73,,,,,,,49,26,92,47,73,,41,53,39,42,14,24,16,18,36,41,62
77779443465,29,28,31,30,35,29,41,,,40,40,32,35,25,31,23,29,26,27,32,25,26,25,25,27
292527555296,53,55,60,,66,45,43,46,54,52,55,61,47,56,46,37,52,60,59,46,56,46,55,54,75
238672944905,19,25,,,,,,20,11,19,20,25,30,29,12,17,11,20,10,22,15,17,20,17,19
252832662240,34,45,53,52,54,,57,29,23,42,35,20,26,26,35,26,25,29,16,22,27,20,50,45,47
27179360009,49,51,58,51,64,130,62,47,47,43,49,52,53,37,51,40,47,50,33,25,40,44,41,49,52
281857245920,69,61,,79,45,129,78,,70,101,62,80,70,70,76,72,56,60,61,98,71,53,64,85,64
241692843785,34,40,,35,,,34,39,29,32,35,41,36,31,33,38,35,34,31,38,34,31,36,24,35
215017070345,27,,,,,,,14,,,25,24,28,42,26,25,23,34,18,22,31,24,32,,
204346760969,50,58,,,,,,57,50,60,50,50,42,43,50,44,47,48,48,30,41,45,54,62,90
199011606281,35,,,,,,,,,,,23,15,,27,36,,23,27,,37,31,141,,24
193676451593,46,91,,71,53,,42,,29,47,41,73,41,53,33,53,34,44,35,32,39,120,60,53,
188341296905,44,38,36,37,34,34,40,39,37,36,38,53,41,51,53,49,53,35,39,47,51,46,40,42,37
