segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
46741593865,29,,,38,,,,,,,30,,29,,24,31,,34,28,26,26,26,,,
35500859145,32,,37,,27,,,,78,,37,28,30,26,27,37,35,,47,25,50,,24,29,
290178745056,47,42,65,45,40,,52,27,44,68,41,51,53,43,46,47,50,45,57,44,46,46,37,42,48
98885181193,26,,,,,,,,,,,,,,,,,,,,,26,,,
284843590368,42,40,52,,,,,,,,67,48,39,40,26,25,40,40,41,34,,,31,,96
241223081737,34,,,,24,,,,,,,32,39,,36,27,31,28,,,,32,36,,43
235887927049,60,62,,53,,89,60,72,,86,39,98,76,53,63,61,72,50,55,52,64,49,50,64,41
59190288137,51,,,,,,,,,,,,45,,57,,57,54,,,49,,45,,
203876998921,38,34,,,,,,,,,,38,,,35,,78,,,38,,29,,,33
279508435680,54,68,61,57,73,60,58,63,50,51,61,59,48,47,51,51,50,50,51,63,48,48,67,51,52
193206689545,39,,,,,41,,,,,,,,,,,,,40,35,51,,38,31,
118514523913,56,55,60,57,53,60,58,56,64,59,56,55,57,58,55,54,55,56,56,58,54,50,51,53,58
102509059849,40,,,46,,,,,,,,41,,,,,,35,,,,,,,
86503595785,49,,,,,,,,,,,,,,,,51,,,,,,,46,
81168441097,52,75,,,,,,,,,27,129,45,,38,,,,36,35,,,,,44
70498131721,32,29,,,,,,,,,34,35,,28,,,,35,41,33,23,31,32,29,37
291789357792,54,102,53,,,,,52,45,,48,61,46,52,54,60,55,48,55,48,48,56,45,63,
53855133449,33,40,,,,,,,,,46,,27,33,26,40,,36,,24,29,,,,
270448739040,47,59,,,,,,,,19,60,,31,,67,,,,,28,,92,33,,
265113584352,54,63,53,64,,74,64,64,53,55,49,55,61,50,50,52,48,54,58,49,46,43,49,52,51
33152048905,32,,,,,,,,,,,,,32,,,,,,,,,,,
102374589152,59,50,46,45,,53,,,50,55,52,191,56,45,67,63,45,56,66,74,55,33,26,,43
227767501536,33,31,33,36,34,37,32,37,42,26,40,33,21,33,31,30,30,29,37,37,28,31,30,31,40
137069871840,52,,,,,,,,,48,,,63,38,,,58,48,,,,,,,
121064407776,68,57,49,88,58,,,,64,77,125,56,101,81,70,81,64,55,,,57,64,,63,50
82879717129,39,,,,,,,,,,,,,45,,34,35,,,,,,,,
110394098400,79,,,,,,,,,,85,79,,,,,,79,79,,85,,,65,
105058943712,42,52,49,,,,53,47,,48,38,42,38,39,39,40,42,44,38,42,,40,40,41,45
268838126304,68,71,69,,,,,,,71,66,61,61,65,73,68,73,73,66,49,63,88,67,61,60
78383170272,48,59,,65,74,,,53,,53,77,46,52,30,41,34,49,50,49,40,42,36,25,24,43
62377706208,53,50,61,65,53,65,106,78,66,46,56,51,46,35,43,54,48,53,42,47,47,43,56,65,57
180623777545,27,,,,,,23,34,28,,30,31,37,25,28,25,46,32,34,22,21,25,19,,23
263502971616,78,79,73,,,81,66,82,,83,78,75,82,86,82,76,88,76,68,76,79,76,65,72,76
244008099593,56,52,,,,,,,,,,,,,,63,,,,,,,,,
200488001289,30,28,,31,,,,,,27,29,37,25,38,35,36,36,39,25,29,23,29,25,26,20
99120062217,35,28,,,,,,,,,,21,38,70,23,28,29,21,44,53,,,47,,29
258167816928,54,45,,,,,,,,61,53,43,39,53,48,53,69,51,75,49,54,53,50,,
294708593376,73,,,,,,,,,,,,,,,,73,,,,,,,,
238672944905,18,,,,,,,,,21,,,,,20,,,,,11,,16,13,,20
252832662240,42,54,,,,,,,,29,,57,,50,,27,28,48,,47,31,57,,28,47
27179360009,53,51,61,40,51,55,57,52,67,72,56,62,44,75,50,39,52,44,58,47,49,47,44,48,78
247497507552,24,33,,,,,,,56,,26,45,27,21,13,9,7,21,13,16,30,7,22,17,42
