segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
45231644425,15,,,,,,,,,,,,,15,,,,,,,,,,,
93751100128,45,54,,79,,,68,62,,,,54,32,27,18,31,35,34,40,,31,24,48,56,51
177335443209,53,,,,,,,,,,75,,53,,37,,51,91,,33,43,,,,
294574375648,45,,,,,,,,,39,,,,,,,65,35,,,,,44,,
61002227465,27,,,,,,,,,,,,,,,,,20,,,,34,,,
315277460192,67,66,78,75,,,66,68,57,33,44,68,71,68,67,71,62,68,61,69,78,70,76,71,81
85865808608,54,,,,,,,,,15,,,48,59,,,47,,102,,,,,,
34561335049,18,,,,,,,,,8,20,,,,19,,,,,,25,,,,
323598959328,30,,,,,,,,40,,24,,,20,,,,,,,23,36,,,
58418536201,26,,,,,,,,,22,,32,,,28,,,,,,,27,,24,
92274958089,23,,,,,,,,,,,,,,,,,,13,,,,,42,
49593720585,33,39,,,,,,,,26,49,,43,23,20,,16,33,28,17,31,34,34,,42
63585918729,34,,,,,,,,,30,21,45,,24,33,30,39,43,27,,,,66,29,
283904066272,41,,,74,,,49,47,16,30,33,,34,39,37,,31,46,33,,,60,49,56,42
243169238793,31,,,,,,,,,,,,,,,,,40,,,,,,21,
227163774729,40,54,,,,109,,,,54,13,27,40,40,40,34,42,32,37,21,29,34,,45,
216493465353,26,26,,,,,,,27,,26,28,28,19,12,,26,26,,19,25,,35,31,
205823155977,41,,,,,,,,,,,,,40,50,,,58,32,,,35,37,,
126970240777,45,51,42,38,43,54,59,47,39,43,58,57,31,47,38,46,48,35,42,42,38,40,32,45,51
312928649952,56,,,,,,,,,,,,,64,,,43,,,,,,,66,
109790371593,49,73,50,,,,,,,10,40,47,88,46,29,,,59,42,50,64,45,45,49,50
104455216905,38,43,44,42,,41,,,,,,34,33,42,38,33,43,36,30,30,28,40,40,36,40
325746442976,54,55,,,,,,134,64,53,51,58,,44,45,,46,54,40,44,,70,46,54,57
315076133600,65,,,,,,,,,,,,,,,,,,,,51,66,77,,
299070669536,57,58,65,,,,108,60,25,,,39,43,76,46,53,54,67,46,,47,,60,59,64
283065205472,37,33,,,,,,,,20,,,32,28,58,36,33,,38,25,,,48,,
45768515337,46,69,,,,46,,,30,,25,,46,,,,,,,,,,,,43
267059741408,49,66,53,,,49,,99,51,67,46,42,44,44,56,41,42,42,34,,34,49,53,48,46
35098205961,23,,,,,,,,,18,20,26,,,25,25,,19,27,,,23,,,
87275347721,33,,,,,,,,,,,,,,,,,,,,,,33,,
240383967968,44,48,,,49,,46,,,,45,70,37,37,39,,,38,45,44,34,,49,41,42
235048813280,83,74,,78,,,124,,,249,82,63,70,66,59,95,,27,,15,,65,81,65,
67075326688,64,72,,72,,,,19,,,,67,65,43,63,,,,69,,,,67,,88
149686338272,73,72,,,,,,,,78,72,56,71,77,76,64,67,61,63,69,,59,102,92,78
144351183584,58,52,,54,,61,,42,53,58,55,58,65,60,65,56,59,55,71,61,59,58,57,52,52
128345719520,16,23,21,,,,,,24,,25,11,17,21,17,11,14,8,9,6,13,20,15,16,20
123010564832,44,,,,,,,,,46,,40,,,66,36,,,29,,,,,,
117675410144,35,,,,,,,,16,29,32,40,24,29,38,43,36,39,31,29,45,45,,,
112340255456,58,64,,,,,,66,56,44,49,54,68,73,71,52,59,48,27,10,15,60,58,66,144
107005100768,51,,,,55,,,56,,54,52,51,52,54,53,52,48,50,47,52,47,49,53,50,69
101669946080,65,87,,,,,,83,64,7,7,32,84,63,68,72,62,67,64,65,68,69,97,62,
96334791392,35,,,,,,,,,,,,,,,35,,,,,,,,,
47580454665,29,38,,,,,,,,,,,,,,,22,,,,,,,,
302258340576,38,50,39,,,40,45,,45,50,41,32,42,28,31,32,48,26,42,44,42,47,38,30,40
76605038345,20,,,,,,,,,,20,,,,,,,,,,,,,,
296923185888,23,,,,,,,,,,,,,,,,,,,,23,,,,
92040077065,33,,,,,,,,,,,,,33,,,,,,,,,,,
44023684873,53,76,,,,,,,28,,43,40,37,49,,48,39,91,34,115,,,,54,
139989360393,57,,,,,,,,,,,,,,,,,,70,,,,,43,
303634072288,83,,,,,,,,,,,,,,83,,,,,,,,,,
119789339360,105,,,,,,,,105,,,,,,,,,,,,,,,,
88415945440,23,21,89,,,,,72,,,,22,31,17,19,14,12,11,,,19,12,14,17,37
61136445193,37,37,,,,,,,,,,,46,,,,,,,,38,36,35,,31
65934728969,18,30,30,,,,,,31,11,18,16,13,15,18,11,15,24,,5,16,14,24,19,22
286252876512,37,38,43,,,39,46,50,,23,36,35,41,34,35,45,30,18,19,11,,33,36,34,40
315411677920,74,82,,,,,75,68,,,,49,58,75,83,70,84,78,74,76,70,69,75,,83
60599574281,54,59,,,,,,,,,,,,,,,,50,,,,,,,
248974155529,23,,,,,,,,,,,,,,,,,,23,,,,,,
246557983456,40,61,,,,,102,43,35,17,47,34,43,58,,,39,50,31,,37,45,,50,51
238303846153,39,38,40,56,60,,89,39,22,59,45,47,43,39,29,36,27,38,34,36,29,29,39,49,31
211628072713,33,35,,,,,,,,33,,26,15,34,,,,,43,,34,,,,
195622608649,55,49,,,77,,,,115,54,54,,60,36,,63,53,62,32,52,42,45,,49,
184952299273,40,45,36,38,35,,,,64,27,29,35,33,55,54,30,25,,73,26,66,81,39,31,28
152941371145,14,,,,,,,,,17,,,11,,,,,,,,,,,,
142271061769,53,,,,,,,,,,,64,,,,,51,46,,,,,,,
136935907081,47,,,,,,,,,,,47,,,,,,,,,,,,,
120930443017,35,43,,,39,,,,26,11,35,30,52,24,27,42,33,48,38,34,32,34,48,46,30
115595288329,44,,,,,,,,,,,38,40,,,39,,,,,36,,,70,
110260133641,54,65,71,,,,,32,33,60,60,52,74,36,34,74,23,66,67,71,43,68,101,43,43
192703373065,23,29,41,45,39,,37,47,26,13,25,22,22,17,20,18,18,21,18,18,13,15,18,21,29
