segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
180053352201,28,,,,,,,,26,,,31,,,,,,,,29,,,,,
194884411145,42,,,,,,,,,,,,,,,,,50,,39,39,,,,
148042424073,65,,,,,,,,,54,,,,,,,,,75,,,,,,
243403866848,40,35,33,36,21,36,37,,40,43,36,37,74,38,53,39,43,46,54,47,32,33,41,42,41
126701805321,35,27,42,33,41,,38,,51,34,56,24,,,,67,,,22,21,22,,22,49,37
94690877193,48,49,,,,,,,,,,47,42,42,54,,,,47,52,50,46,,,59
315982103264,66,63,,,,,,,,,,66,,,,,,66,,,,,67,,
310646948576,33,44,48,28,,,,,,,38,36,36,40,19,23,34,22,73,26,21,23,10,18,
78685413129,54,,,,,,,,,,,,,,,,,,54,,,,,,
299976639200,57,66,72,,,65,,73,74,58,57,62,59,55,59,59,56,70,56,62,26,25,44,53,62
294641484512,66,61,,,,,,,,,54,,,,,84,66,,,,,,,62,
283971175136,45,,,,,,,,,,,,,,,,,,,,,,45,,
273300865760,44,53,72,45,,,,,,47,65,54,40,16,40,44,36,,40,39,,49,49,37,
267965711072,60,69,64,67,,,,,,67,54,61,65,58,71,58,67,58,54,55,53,51,41,,59
36004175625,15,,,,,,,,,,,,,,,,,,,,,15,,,
223908994825,28,,,,,,,,,,,,,,45,31,26,16,29,36,22,15,,,
134989497056,47,39,,,,,,,41,,46,50,41,59,39,45,49,,45,55,57,44,,39,45
134586843872,58,65,,,,,,,63,,57,58,61,52,64,69,59,60,54,48,43,66,41,53,61
129251689184,40,47,,,,,,,,,48,96,33,,27,57,38,39,,17,57,27,,37,
123916534496,46,37,,62,,29,,,,,63,40,35,42,38,58,47,65,30,,48,37,57,49,37
113246225120,49,,,,,,,,,,,,,,,,,41,56,,,,,,
107911070432,48,46,,,,,,,,49,,,51,,,49,,,,,,,,,
102575915744,72,86,80,87,,,75,93,84,96,88,78,68,73,17,35,30,,72,65,62,66,68,56,80
65229832928,76,79,,74,,,78,,,70,,,84,80,73,75,62,,,,67,,,85,77
184214101769,25,29,,,,,,,,,,17,,22,,20,,12,39,46,,,20,30,
301453034208,28,,,,,,,,,,,,,,,,25,31,,,,,,,
178878947081,26,32,,,,,,,,34,27,23,31,,,25,,,17,,,,22,17,29
330477617888,37,,,,43,,,,,,39,,,,43,,,,19,,,,,,
57009250057,44,44,,38,,39,,,,,48,,49,43,,50,39,42,46,37,40,44,43,48,53
129889223392,75,82,,,,,77,,76,72,76,77,78,75,71,83,73,78,80,67,69,63,72,74,75
139184054025,20,20,,,,,,,,,,,,,,,,,,,,,,,
325142463200,83,,,,,,,,,,27,,139,,,,,,,,,,,,
209916796681,39,34,,27,,,39,58,42,31,49,,35,43,43,37,,41,36,38,,,39,39,38
65129422601,27,,,,,,,,,,29,,30,23,,,,26,26,26,,,,,
113648878304,54,54,65,61,61,,62,55,56,56,63,57,52,40,57,52,51,51,48,,48,,,51,54
231592959753,62,77,63,,,,,,,,45,57,,,,,70,,,,,,45,,
239209815817,43,65,,,,,,,,,42,,44,45,54,36,47,,40,19,30,,39,,
228539506441,37,55,41,99,,,,,,,49,,12,,,12,24,44,,,,29,,48,
108313723616,67,51,,,,,,,,,,93,48,96,52,65,57,,,62,,,,,
207198887689,37,43,,,,,,,39,44,40,22,38,45,,51,36,43,24,39,,31,,30,51
196528578313,46,51,,,,,37,,65,62,57,,,11,43,66,28,41,39,39,,,36,,56
180523114249,49,,,,,,,,,,,23,48,89,,,28,,,,,,,,
100495793929,39,,80,,,,,,,,37,,,25,,,25,39,26,,,86,,,19
305781555936,38,,,,,,,,,,33,24,,,,,40,,15,33,57,37,45,25,
300446401248,41,24,,,,70,43,,,48,42,50,43,45,49,30,51,32,39,35,,,30,58,
68484865801,24,,,,,,,,,,,,,27,23,30,19,20,30,18,19,,30,,
63149711113,51,,,,,,,,,,56,35,59,58,50,49,42,56,54,50,56,46,36,55,
102978568928,60,55,71,90,67,69,73,66,60,62,63,64,67,59,60,63,52,59,57,68,49,49,49,49,51
36473937673,34,,,34,,,,,,,,,,,,,,,,,,,,,
186562912009,42,,,,,,,,,,86,37,,24,44,,,,,24,,,,34,
129721451232,53,37,,75,,,,76,,,68,43,64,45,39,51,,71,62,35,57,44,45,58,38
108380832480,52,,,,,,,,,,,52,,,,,43,,,,43,,,34,92
97643414240,60,,,,,,,,,,65,,,,,57,,,,,,,,,
87040213728,77,82,71,,,,,,,,,115,83,65,85,74,76,80,79,73,65,65,76,74,73
303600517856,28,,,,,,,,40,,,9,46,,,31,42,23,44,,34,47,,,
43788803849,41,,,,,,,,,,,,,,41,,,,,,,,,,
264106951392,60,65,69,65,64,64,69,77,,72,,57,56,61,61,49,59,61,51,88,49,46,44,57,63
107173125897,30,43,,,,,,,,,23,33,,,28,40,,15,,,,,,,
121332843232,73,74,83,75,82,,,69,80,75,75,75,72,77,73,73,74,72,73,71,63,60,75,64,71
